sample_id,dataset,video_path,label,frame_count,width,height,codec,file_size_mb,manipulation,generator,subject_id,source_id,original_video_id,split_group_id,audio_path,split
FFPP_0000010,FaceForensics++,DeepFakeDetection/01_04__meeting_serious__0XUW13RW.mp4,1,1045,1920,1080,h264,6.26,DeepFakeDetection,DeepFakeDetection,,DFD_0XUW13RW,,DFD_0XUW13RW,,
FFPP_0000011,FaceForensics++,DeepFakeDetection/01_04__talking_angry_couch__0XUW13RW.mp4,1,1465,1920,1080,h264,10.98,DeepFakeDetection,DeepFakeDetection,,DFD_0XUW13RW,,DFD_0XUW13RW,,
FFPP_0000012,FaceForensics++,DeepFakeDetection/01_04__walk_down_hall_angry__GBC7ZGDP.mp4,1,224,1920,1080,h264,1.16,DeepFakeDetection,DeepFakeDetection,,DFD_GBC7ZGDP,,DFD_GBC7ZGDP,,
FFPP_0000013,FaceForensics++,DeepFakeDetection/01_09__talking_angry_couch__P70H1JB0.mp4,1,1463,1920,1080,h264,11.13,DeepFakeDetection,DeepFakeDetection,,DFD_P70H1JB0,,DFD_P70H1JB0,,
FFPP_0000014,FaceForensics++,DeepFakeDetection/01_11__hugging_happy__4OJNJLOO.mp4,1,579,1920,1080,h264,8.44,DeepFakeDetection,DeepFakeDetection,,DFD_4OJNJLOO,,DFD_4OJNJLOO,,
FFPP_0000015,FaceForensics++,DeepFakeDetection/01_11__meeting_serious__9OM3VE0Y.mp4,1,1045,1920,1080,h264,6.28,DeepFakeDetection,DeepFakeDetection,,DFD_9OM3VE0Y,,DFD_9OM3VE0Y,,
FFPP_0000016,FaceForensics++,DeepFakeDetection/01_11__meeting_serious__FCNL2OVP.mp4,1,1045,1920,1080,h264,6.27,DeepFakeDetection,DeepFakeDetection,,DFD_FCNL2OVP,,DFD_FCNL2OVP,,
FFPP_0000017,FaceForensics++,DeepFakeDetection/01_11__outside_talking_pan_laughing__WIZ7GKOD.mp4,1,506,1920,1080,h264,4.82,DeepFakeDetection,DeepFakeDetection,,DFD_WIZ7GKOD,,DFD_WIZ7GKOD,,
FFPP_0000018,FaceForensics++,DeepFakeDetection/01_11__secret_conversation__4OJNJLOO.mp4,1,901,1920,1080,h264,4.66,DeepFakeDetection,DeepFakeDetection,,DFD_4OJNJLOO,,DFD_4OJNJLOO,,
FFPP_0000019,FaceForensics++,DeepFakeDetection/01_11__talking_against_wall__4OJNJLOO.mp4,1,839,1920,1080,h264,3.39,DeepFakeDetection,DeepFakeDetection,,DFD_4OJNJLOO,,DFD_4OJNJLOO,,
FFPP_0000020,FaceForensics++,DeepFakeDetection/01_11__talking_against_wall__9229VVZ3.mp4,1,843,1920,1080,h264,3.35,DeepFakeDetection,DeepFakeDetection,,DFD_9229VVZ3,,DFD_9229VVZ3,,
FFPP_0000021,FaceForensics++,DeepFakeDetection/01_11__talking_against_wall__UQ0BOBNO.mp4,1,842,1920,1080,h264,3.31,DeepFakeDetection,DeepFakeDetection,,DFD_UQ0BOBNO,,DFD_UQ0BOBNO,,
FFPP_0000022,FaceForensics++,DeepFakeDetection/01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,1,240,1920,1080,h264,2.13,DeepFakeDetection,DeepFakeDetection,,DFD_FAFWDR4W,,DFD_FAFWDR4W,,
FFPP_0000023,FaceForensics++,DeepFakeDetection/01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,1,292,1920,1080,h264,2.92,DeepFakeDetection,DeepFakeDetection,,DFD_TNI7KUZ6,,DFD_TNI7KUZ6,,
FFPP_0000024,FaceForensics++,DeepFakeDetection/01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,1,361,1920,1080,h264,2.95,DeepFakeDetection,DeepFakeDetection,,DFD_TNI7KUZ6,,DFD_TNI7KUZ6,,
FFPP_0000025,FaceForensics++,DeepFakeDetection/01_15__exit_phone_room__02HILKYO.mp4,1,208,1920,1080,h264,1.07,DeepFakeDetection,DeepFakeDetection,,DFD_02HILKYO,,DFD_02HILKYO,,
FFPP_0000026,FaceForensics++,DeepFakeDetection/01_15__kitchen_still__02HILKYO.mp4,1,551,1920,1080,h264,4.09,DeepFakeDetection,DeepFakeDetection,,DFD_02HILKYO,,DFD_02HILKYO,,
FFPP_0000027,FaceForensics++,DeepFakeDetection/01_15__meeting_serious__02HILKYO.mp4,1,1045,1920,1080,h264,6.28,DeepFakeDetection,DeepFakeDetection,,DFD_02HILKYO,,DFD_02HILKYO,,
FFPP_0000028,FaceForensics++,DeepFakeDetection/01_15__outside_talking_pan_laughing__02HILKYO.mp4,1,510,1920,1080,h264,4.82,DeepFakeDetection,DeepFakeDetection,,DFD_02HILKYO,,DFD_02HILKYO,,
FFPP_0000029,FaceForensics++,DeepFakeDetection/01_20__hugging_happy__FW94AIMJ.mp4,1,540,1920,1080,h264,7.92,DeepFakeDetection,DeepFakeDetection,,DFD_FW94AIMJ,,DFD_FW94AIMJ,,
FFPP_0000030,FaceForensics++,DeepFakeDetection/01_20__kitchen_pan__6UBMLXK3.mp4,1,471,1920,1080,h264,3.43,DeepFakeDetection,DeepFakeDetection,,DFD_6UBMLXK3,,DFD_6UBMLXK3,,
FFPP_0000031,FaceForensics++,DeepFakeDetection/01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,1,504,1920,1080,h264,4.79,DeepFakeDetection,DeepFakeDetection,,DFD_OTGHOG4Z,,DFD_OTGHOG4Z,,
FFPP_0000032,FaceForensics++,DeepFakeDetection/01_20__outside_talking_still_laughing__FW94AIMJ.mp4,1,727,1920,1080,h264,5.09,DeepFakeDetection,DeepFakeDetection,,DFD_FW94AIMJ,,DFD_FW94AIMJ,,
FFPP_0000033,FaceForensics++,DeepFakeDetection/01_20__walk_down_hall_angry__FW94AIMJ.mp4,1,225,1920,1080,h264,1.16,DeepFakeDetection,DeepFakeDetection,,DFD_FW94AIMJ,,DFD_FW94AIMJ,,
FFPP_0000034,FaceForensics++,DeepFakeDetection/01_21__talking_angry_couch__03X7CELV.mp4,1,1466,1920,1080,h264,11.08,DeepFakeDetection,DeepFakeDetection,,DFD_03X7CELV,,DFD_03X7CELV,,
FFPP_0000035,FaceForensics++,DeepFakeDetection/01_21__walk_down_hall_angry__03X7CELV.mp4,1,225,1920,1080,h264,1.16,DeepFakeDetection,DeepFakeDetection,,DFD_03X7CELV,,DFD_03X7CELV,,
FFPP_0000036,FaceForensics++,DeepFakeDetection/01_26__outside_talking_pan_laughing__ZMEJ535O.mp4,1,472,1920,1080,h264,4.43,DeepFakeDetection,DeepFakeDetection,,DFD_ZMEJ535O,,DFD_ZMEJ535O,,
FFPP_0000037,FaceForensics++,DeepFakeDetection/01_27__hugging_happy__ZYCZ30C0.mp4,1,596,1920,1080,h264,8.61,DeepFakeDetection,DeepFakeDetection,,DFD_ZYCZ30C0,,DFD_ZYCZ30C0,,
FFPP_0000038,FaceForensics++,DeepFakeDetection/01_27__meeting_serious__ZYCZ30C0.mp4,1,1045,1920,1080,h264,6.27,DeepFakeDetection,DeepFakeDetection,,DFD_ZYCZ30C0,,DFD_ZYCZ30C0,,
FFPP_0000039,FaceForensics++,DeepFakeDetection/01_27__outside_talking_pan_laughing__S2YCUY48.mp4,1,511,1920,1080,h264,4.83,DeepFakeDetection,DeepFakeDetection,,DFD_S2YCUY48,,DFD_S2YCUY48,,
FFPP_0000040,FaceForensics++,DeepFakeDetection/01_27__outside_talking_still_laughing__ZYCZ30C0.mp4,1,737,1920,1080,h264,5.11,DeepFakeDetection,DeepFakeDetection,,DFD_ZYCZ30C0,,DFD_ZYCZ30C0,,
FFPP_0000041,FaceForensics++,DeepFakeDetection/01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,1,225,1920,1080,h264,2.04,DeepFakeDetection,DeepFakeDetection,,DFD_ZYCZ30C0,,DFD_ZYCZ30C0,,
FFPP_0000042,FaceForensics++,DeepFakeDetection/02_01__outside_talking_still_laughing__YVGY8LOK.mp4,1,810,1920,1080,h264,6.14,DeepFakeDetection,DeepFakeDetection,,DFD_YVGY8LOK,,DFD_YVGY8LOK,,
FFPP_0000043,FaceForensics++,DeepFakeDetection/02_01__secret_conversation__YVGY8LOK.mp4,1,641,1920,1080,h264,5.47,DeepFakeDetection,DeepFakeDetection,,DFD_YVGY8LOK,,DFD_YVGY8LOK,,
FFPP_0000044,FaceForensics++,DeepFakeDetection/02_01__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,1,821,1920,1080,h264,12.77,DeepFakeDetection,DeepFakeDetection,,DFD_YVGY8LOK,,DFD_YVGY8LOK,,
FFPP_0000045,FaceForensics++,DeepFakeDetection/02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,1,499,1920,1080,h264,2.73,DeepFakeDetection,DeepFakeDetection,,DFD_YVGY8LOK,,DFD_YVGY8LOK,,
FFPP_0000046,FaceForensics++,DeepFakeDetection/02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,1,458,1920,1080,h264,3.03,DeepFakeDetection,DeepFakeDetection,,DFD_QH3Y0IG0,,DFD_QH3Y0IG0,,
FFPP_0000047,FaceForensics++,DeepFakeDetection/02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4,1,499,1920,1080,h264,2.72,DeepFakeDetection,DeepFakeDetection,,DFD_QH3Y0IG0,,DFD_QH3Y0IG0,,
FFPP_0000048,FaceForensics++,DeepFakeDetection/02_04__podium_speech_happy__8CH7R4LW.mp4,1,1075,1920,1080,h264,7.91,DeepFakeDetection,DeepFakeDetection,,DFD_8CH7R4LW,,DFD_8CH7R4LW,,
FFPP_0000049,FaceForensics++,DeepFakeDetection/02_06__exit_phone_room__HZAXM70B.mp4,1,261,1920,1080,h264,1.59,DeepFakeDetection,DeepFakeDetection,,DFD_HZAXM70B,,DFD_HZAXM70B,,
FFPP_0000050,FaceForensics++,DeepFakeDetection/02_06__podium_speech_happy__N8OSN8P6.mp4,1,1076,1920,1080,h264,7.95,DeepFakeDetection,DeepFakeDetection,,DFD_N8OSN8P6,,DFD_N8OSN8P6,,
FFPP_0000051,FaceForensics++,DeepFakeDetection/02_06__podium_speech_happy__SU4OQCS9.mp4,1,1076,1920,1080,h264,7.99,DeepFakeDetection,DeepFakeDetection,,DFD_SU4OQCS9,,DFD_SU4OQCS9,,
FFPP_0000052,FaceForensics++,DeepFakeDetection/02_06__talking_angry_couch__GH8TGTBS.mp4,1,1278,1920,1080,h264,16.42,DeepFakeDetection,DeepFakeDetection,,DFD_GH8TGTBS,,DFD_GH8TGTBS,,
FFPP_0000053,FaceForensics++,DeepFakeDetection/02_06__talking_angry_couch__J1W9R0NG.mp4,1,1269,1920,1080,h264,16.41,DeepFakeDetection,DeepFakeDetection,,DFD_J1W9R0NG,,DFD_J1W9R0NG,,
FFPP_0000054,FaceForensics++,DeepFakeDetection/02_06__talking_angry_couch__MKZTXQ2T.mp4,1,1279,1920,1080,h264,16.49,DeepFakeDetection,DeepFakeDetection,,DFD_MKZTXQ2T,,DFD_MKZTXQ2T,,
FFPP_0000055,FaceForensics++,DeepFakeDetection/02_06__walk_down_hall_angry__0M6JNS5D.mp4,1,227,1920,1080,h264,1.49,DeepFakeDetection,DeepFakeDetection,,DFD_0M6JNS5D,,DFD_0M6JNS5D,,
FFPP_0000056,FaceForensics++,DeepFakeDetection/02_06__walking_and_outside_surprised__N8OSN8P6.mp4,1,792,1920,1080,h264,20.23,DeepFakeDetection,DeepFakeDetection,,DFD_N8OSN8P6,,DFD_N8OSN8P6,,
FFPP_0000057,FaceForensics++,DeepFakeDetection/02_06__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,1,821,1920,1080,h264,12.74,DeepFakeDetection,DeepFakeDetection,,DFD_U6MDWIHG,,DFD_U6MDWIHG,,
FFPP_0000058,FaceForensics++,DeepFakeDetection/02_07__exit_phone_room__9NVRE2KQ.mp4,1,273,1920,1080,h264,1.82,DeepFakeDetection,DeepFakeDetection,,DFD_9NVRE2KQ,,DFD_9NVRE2KQ,,
FFPP_0000059,FaceForensics++,DeepFakeDetection/02_07__hugging_happy__1JCLEEBQ.mp4,1,678,1920,1080,h264,7.36,DeepFakeDetection,DeepFakeDetection,,DFD_1JCLEEBQ,,DFD_1JCLEEBQ,,
FFPP_0000060,FaceForensics++,DeepFakeDetection/02_07__meeting_serious__1JCLEEBQ.mp4,1,985,1920,1080,h264,6.02,DeepFakeDetection,DeepFakeDetection,,DFD_1JCLEEBQ,,DFD_1JCLEEBQ,,
FFPP_0000061,FaceForensics++,DeepFakeDetection/02_07__outside_talking_pan_laughing__O4SXNLRL.mp4,1,633,1920,1080,h264,5.76,DeepFakeDetection,DeepFakeDetection,,DFD_O4SXNLRL,,DFD_O4SXNLRL,,
FFPP_0000062,FaceForensics++,DeepFakeDetection/02_07__secret_conversation__0IYV5DQ5.mp4,1,648,1920,1080,h264,5.54,DeepFakeDetection,DeepFakeDetection,,DFD_0IYV5DQ5,,DFD_0IYV5DQ5,,
FFPP_0000063,FaceForensics++,DeepFakeDetection/02_07__walk_down_hall_angry__U7DEOZNV.mp4,1,208,1920,1080,h264,1.4,DeepFakeDetection,DeepFakeDetection,,DFD_U7DEOZNV,,DFD_U7DEOZNV,,
FFPP_0000064,FaceForensics++,DeepFakeDetection/02_07__walking_and_outside_surprised__1VMZUH1W.mp4,1,991,1920,1080,h264,25.47,DeepFakeDetection,DeepFakeDetection,,DFD_1VMZUH1W,,DFD_1VMZUH1W,,
FFPP_0000065,FaceForensics++,DeepFakeDetection/02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,1,484,1920,1080,h264,3.1,DeepFakeDetection,DeepFakeDetection,,DFD_O4SXNLRL,,DFD_O4SXNLRL,,
FFPP_0000066,FaceForensics++,DeepFakeDetection/02_09__exit_phone_room__HIH8YA82.mp4,1,265,1920,1080,h264,1.64,DeepFakeDetection,DeepFakeDetection,,DFD_HIH8YA82,,DFD_HIH8YA82,,
FFPP_0000067,FaceForensics++,DeepFakeDetection/02_09__kitchen_pan__9TDCEK1Q.mp4,1,573,1920,1080,h264,6.24,DeepFakeDetection,DeepFakeDetection,,DFD_9TDCEK1Q,,DFD_9TDCEK1Q,,
FFPP_0000068,FaceForensics++,DeepFakeDetection/02_09__kitchen_pan__HIH8YA82.mp4,1,576,1920,1080,h264,6.27,DeepFakeDetection,DeepFakeDetection,,DFD_HIH8YA82,,DFD_HIH8YA82,,
FFPP_0000069,FaceForensics++,DeepFakeDetection/02_09__outside_talking_pan_laughing__6KUOFMZW.mp4,1,621,1920,1080,h264,5.68,DeepFakeDetection,DeepFakeDetection,,DFD_6KUOFMZW,,DFD_6KUOFMZW,,
FFPP_0000070,FaceForensics++,DeepFakeDetection/02_09__podium_speech_happy__9TDCEK1Q.mp4,1,1075,1920,1080,h264,7.65,DeepFakeDetection,DeepFakeDetection,,DFD_9TDCEK1Q,,DFD_9TDCEK1Q,,
FFPP_0000071,FaceForensics++,DeepFakeDetection/02_09__talking_angry_couch__6KUOFMZW.mp4,1,1277,1920,1080,h264,16.43,DeepFakeDetection,DeepFakeDetection,,DFD_6KUOFMZW,,DFD_6KUOFMZW,,
FFPP_0000072,FaceForensics++,DeepFakeDetection/02_09__walk_down_hall_angry__6KUOFMZW.mp4,1,208,1920,1080,h264,1.4,DeepFakeDetection,DeepFakeDetection,,DFD_6KUOFMZW,,DFD_6KUOFMZW,,
FFPP_0000073,FaceForensics++,DeepFakeDetection/02_09__walking_down_street_outside_angry__6KUOFMZW.mp4,1,457,1920,1080,h264,3.03,DeepFakeDetection,DeepFakeDetection,,DFD_6KUOFMZW,,DFD_6KUOFMZW,,
FFPP_0000074,FaceForensics++,DeepFakeDetection/02_11__meeting_serious__NZJ1YEWE.mp4,1,985,1920,1080,h264,6.04,DeepFakeDetection,DeepFakeDetection,,DFD_NZJ1YEWE,,DFD_NZJ1YEWE,,
FFPP_0000075,FaceForensics++,DeepFakeDetection/02_12__podium_speech_happy__9D2ZHEKW.mp4,1,1058,1920,1080,h264,7.64,DeepFakeDetection,DeepFakeDetection,,DFD_9D2ZHEKW,,DFD_9D2ZHEKW,,
FFPP_0000076,FaceForensics++,DeepFakeDetection/02_12__walking_and_outside_surprised__9D2ZHEKW.mp4,1,918,1920,1080,h264,24.15,DeepFakeDetection,DeepFakeDetection,,DFD_9D2ZHEKW,,DFD_9D2ZHEKW,,
FFPP_0000077,FaceForensics++,DeepFakeDetection/02_13__exit_phone_room__CP5HFV3K.mp4,1,258,1920,1080,h264,1.66,DeepFakeDetection,DeepFakeDetection,,DFD_CP5HFV3K,,DFD_CP5HFV3K,,
FFPP_0000078,FaceForensics++,DeepFakeDetection/02_13__hugging_happy__PLNVLO74.mp4,1,677,1920,1080,h264,7.44,DeepFakeDetection,DeepFakeDetection,,DFD_PLNVLO74,,DFD_PLNVLO74,,
FFPP_0000079,FaceForensics++,DeepFakeDetection/02_13__kitchen_pan__2YSYT2N3.mp4,1,567,1920,1080,h264,6.25,DeepFakeDetection,DeepFakeDetection,,DFD_2YSYT2N3,,DFD_2YSYT2N3,,
FFPP_0000080,FaceForensics++,DeepFakeDetection/02_13__meeting_serious__CP5HFV3K.mp4,1,985,1920,1080,h264,6.09,DeepFakeDetection,DeepFakeDetection,,DFD_CP5HFV3K,,DFD_CP5HFV3K,,
FFPP_0000081,FaceForensics++,DeepFakeDetection/02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,1,633,1920,1080,h264,5.79,DeepFakeDetection,DeepFakeDetection,,DFD_2YSYT2N3,,DFD_2YSYT2N3,,
FFPP_0000082,FaceForensics++,DeepFakeDetection/02_13__outside_talking_still_laughing__CP5HFV3K.mp4,1,812,1920,1080,h264,6.23,DeepFakeDetection,DeepFakeDetection,,DFD_CP5HFV3K,,DFD_CP5HFV3K,,
FFPP_0000083,FaceForensics++,DeepFakeDetection/02_13__podium_speech_happy__2YSYT2N3.mp4,1,1075,1920,1080,h264,7.44,DeepFakeDetection,DeepFakeDetection,,DFD_2YSYT2N3,,DFD_2YSYT2N3,,
FFPP_0000084,FaceForensics++,DeepFakeDetection/02_13__secret_conversation__CP5HFV3K.mp4,1,33,1920,1080,h264,0.46,DeepFakeDetection,DeepFakeDetection,,DFD_CP5HFV3K,,DFD_CP5HFV3K,,
FFPP_0000085,FaceForensics++,DeepFakeDetection/02_13__secret_conversation__PLNVLO74.mp4,1,640,1920,1080,h264,5.49,DeepFakeDetection,DeepFakeDetection,,DFD_PLNVLO74,,DFD_PLNVLO74,,
FFPP_0000086,FaceForensics++,DeepFakeDetection/02_13__walking_and_outside_surprised__CP5HFV3K.mp4,1,788,1920,1080,h264,20.15,DeepFakeDetection,DeepFakeDetection,,DFD_CP5HFV3K,,DFD_CP5HFV3K,,
FFPP_0000087,FaceForensics++,DeepFakeDetection/02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,1,634,1920,1080,h264,5.81,DeepFakeDetection,DeepFakeDetection,,DFD_3IUBEKCT,,DFD_3IUBEKCT,,
FFPP_0000088,FaceForensics++,DeepFakeDetection/02_15__exit_phone_room__I8G2LWD1.mp4,1,262,1920,1080,h264,1.6,DeepFakeDetection,DeepFakeDetection,,DFD_I8G2LWD1,,DFD_I8G2LWD1,,
FFPP_0000089,FaceForensics++,DeepFakeDetection/02_15__exit_phone_room__MZWH8ATN.mp4,1,259,1920,1080,h264,1.57,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000090,FaceForensics++,DeepFakeDetection/02_15__hugging_happy__MZWH8ATN.mp4,1,679,1920,1080,h264,7.35,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000091,FaceForensics++,DeepFakeDetection/02_15__hugging_happy__XNJIS4S3.mp4,1,678,1920,1080,h264,7.38,DeepFakeDetection,DeepFakeDetection,,DFD_XNJIS4S3,,DFD_XNJIS4S3,,
FFPP_0000092,FaceForensics++,DeepFakeDetection/02_15__kitchen_still__XNJIS4S3.mp4,1,855,1920,1080,h264,7.61,DeepFakeDetection,DeepFakeDetection,,DFD_XNJIS4S3,,DFD_XNJIS4S3,,
FFPP_0000093,FaceForensics++,DeepFakeDetection/02_15__meeting_serious__MZWH8ATN.mp4,1,985,1920,1080,h264,6.04,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000094,FaceForensics++,DeepFakeDetection/02_15__outside_talking_pan_laughing__I8G2LWD1.mp4,1,632,1920,1080,h264,5.77,DeepFakeDetection,DeepFakeDetection,,DFD_I8G2LWD1,,DFD_I8G2LWD1,,
FFPP_0000095,FaceForensics++,DeepFakeDetection/02_15__outside_talking_pan_laughing__SB6PMCO0.mp4,1,627,1920,1080,h264,5.75,DeepFakeDetection,DeepFakeDetection,,DFD_SB6PMCO0,,DFD_SB6PMCO0,,
FFPP_0000096,FaceForensics++,DeepFakeDetection/02_15__podium_speech_happy__MZWH8ATN.mp4,1,1076,1920,1080,h264,7.97,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000097,FaceForensics++,DeepFakeDetection/02_15__secret_conversation__MZWH8ATN.mp4,1,38,1920,1080,h264,0.49,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000098,FaceForensics++,DeepFakeDetection/02_15__talking_against_wall__HTG660F8.mp4,1,990,1920,1080,h264,5.1,DeepFakeDetection,DeepFakeDetection,,DFD_HTG660F8,,DFD_HTG660F8,,
FFPP_0000099,FaceForensics++,DeepFakeDetection/02_15__talking_angry_couch__HTG660F8.mp4,1,1280,1920,1080,h264,16.49,DeepFakeDetection,DeepFakeDetection,,DFD_HTG660F8,,DFD_HTG660F8,,
FFPP_0000100,FaceForensics++,DeepFakeDetection/02_15__talking_angry_couch__I8G2LWD1.mp4,1,1278,1920,1080,h264,16.52,DeepFakeDetection,DeepFakeDetection,,DFD_I8G2LWD1,,DFD_I8G2LWD1,,
FFPP_0000101,FaceForensics++,DeepFakeDetection/02_15__walk_down_hall_angry__TN2CWM3K.mp4,1,208,1920,1080,h264,1.41,DeepFakeDetection,DeepFakeDetection,,DFD_TN2CWM3K,,DFD_TN2CWM3K,,
FFPP_0000102,FaceForensics++,DeepFakeDetection/02_15__walking_and_outside_surprised__HTG660F8.mp4,1,995,1920,1080,h264,25.69,DeepFakeDetection,DeepFakeDetection,,DFD_HTG660F8,,DFD_HTG660F8,,
FFPP_0000103,FaceForensics++,DeepFakeDetection/02_15__walking_and_outside_surprised__I8G2LWD1.mp4,1,982,1920,1080,h264,25.45,DeepFakeDetection,DeepFakeDetection,,DFD_I8G2LWD1,,DFD_I8G2LWD1,,
FFPP_0000104,FaceForensics++,DeepFakeDetection/02_15__walking_and_outside_surprised__MZWH8ATN.mp4,1,776,1920,1080,h264,19.8,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000105,FaceForensics++,DeepFakeDetection/02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,1,517,1920,1080,h264,2.87,DeepFakeDetection,DeepFakeDetection,,DFD_MZWH8ATN,,DFD_MZWH8ATN,,
FFPP_0000106,FaceForensics++,DeepFakeDetection/02_18__exit_phone_room__OXMEEFUQ.mp4,1,259,1920,1080,h264,1.57,DeepFakeDetection,DeepFakeDetection,,DFD_OXMEEFUQ,,DFD_OXMEEFUQ,,
FFPP_0000107,FaceForensics++,DeepFakeDetection/02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,1,637,1920,1080,h264,5.83,DeepFakeDetection,DeepFakeDetection,,DFD_OXMEEFUQ,,DFD_OXMEEFUQ,,
FFPP_0000108,FaceForensics++,DeepFakeDetection/02_18__secret_conversation__B95S4G6F.mp4,1,632,1920,1080,h264,5.41,DeepFakeDetection,DeepFakeDetection,,DFD_B95S4G6F,,DFD_B95S4G6F,,
FFPP_0000109,FaceForensics++,DeepFakeDetection/02_18__walk_down_hall_angry__B95S4G6F.mp4,1,227,1920,1080,h264,1.49,DeepFakeDetection,DeepFakeDetection,,DFD_B95S4G6F,,DFD_B95S4G6F,,
FFPP_0000110,FaceForensics++,DeepFakeDetection/02_18__walking_down_street_outside_angry__21JTDDEL.mp4,1,458,1920,1080,h264,3.04,DeepFakeDetection,DeepFakeDetection,,DFD_21JTDDEL,,DFD_21JTDDEL,,
FFPP_0000111,FaceForensics++,DeepFakeDetection/02_21__kitchen_pan__Z0XHPQAR.mp4,1,574,1920,1080,h264,6.18,DeepFakeDetection,DeepFakeDetection,,DFD_Z0XHPQAR,,DFD_Z0XHPQAR,,
FFPP_0000112,FaceForensics++,DeepFakeDetection/02_21__talking_angry_couch__Z0XHPQAR.mp4,1,1269,1920,1080,h264,16.43,DeepFakeDetection,DeepFakeDetection,,DFD_Z0XHPQAR,,DFD_Z0XHPQAR,,
FFPP_0000113,FaceForensics++,DeepFakeDetection/02_25__talking_against_wall__Z7FQ69VP.mp4,1,990,1920,1080,h264,5.15,DeepFakeDetection,DeepFakeDetection,,DFD_Z7FQ69VP,,DFD_Z7FQ69VP,,
